Año,Semestre,País de Destino,Modalidad,Tipo de actividad
2023,2,México,Estudiante de Pregrado,Asistencia/Participación Evento
2023,2,México,Estudiante de Pregrado,Asistencia/Participación Evento
2023,2,México,Estudiante de Pregrado,Visita Institucional
2023,2,México,Estudiante de Pregrado,Visita Institucional
2023,2,México,Estudiante de Pregrado,Asistencia/Participación Evento
2023,2,México,Estudiante de Pregrado,Asistencia/Participación Evento
2023,2,México,Estudiante de Pregrado,Visita Institucional
2023,2,México,Estudiante de Pregrado,Visita Institucional
2023,2,México,Estudiante de Pregrado,Asistencia/Participación Evento
2023,2,Bolivia,Estudiante de Pregrado,Prácticas Profesionales
2023,2,Italia,"Investigador, Profesor Programa de Pregrado, Profesor Programa de Maestría",Visita Institucional
2023,2,Estados Unidos,"Profesor Programa de Pregrado, Profesor Programa de Maestría",Asistencia/Participación Evento
2023,2,Italia,"Investigador, Profesor Programa de Pregrado, Profesor Programa de Doctorado",Visita Institucional
2023,2,Brasil,Investigador,Visita Institucional
2023,2,Chile,Estudiante de Pregrado,Prácticas Profesionales
2023,2,Chile,Estudiante de Pregrado,Prácticas Profesionales
2023,2,Chile,Estudiante de Pregrado,Prácticas Profesionales
